物件ID,種別,物件名,販売価格,所在地,沿線・駅,間取り,土地面積（m2）,建物面積（m2）,坪単価（万円／坪）,URL,情報取得日,築年月（年数換算）,沿線,駅,徒歩,最小最大,追加年月日,削除年月日
022f22ad0d33,土地,愛知県一宮市浅井町大野字如来前921,1296.0,愛知県一宮市浅井町大野字如来前921,JR東海道本線/尾張一宮駅 徒歩4分 バス24分,,534.23,,8.02,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_8676fa449bff3ac49a6c1f71d0b85117/,2026-01-17,,JR東海道本線,尾張一宮,4.0,,2026-01-11,
022fb3d15e76,土地,愛知県一宮市北方町北方,1080.0,愛知県一宮市北方町北方,JR東海道本線/木曽川駅 徒歩23分,,225.13,,15.86,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_caaf50fd250e3b6e9589402553dbcc46/,2026-01-17,,JR東海道本線,木曽川,23.0,,2026-01-11,
023305e64175,土地,岐阜県羽島市足近町南之川,730.0,岐阜県羽島市足近町南之川,名鉄竹鼻・羽島線/竹鼻駅 徒歩11分,,304.39,,7.93,https://myhome.nifty.com/tochi/gifu/hashimashi_ct/detail_606ce748ef713ee3970cbc9543237d8a/,2026-01-17,,名鉄竹鼻・羽島線,竹鼻,11.0,,2026-01-11,
0237df625fa2,土地,愛知県一宮市西大海道字郷前,1280.0,愛知県一宮市西大海道字郷前,名鉄犬山線/布袋駅 徒歩49分,,165.28,,25.6,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_2d92d479145138239ba66c89855c28e1/,2026-01-11,,名鉄犬山線,布袋,49.0,,2026-01-11,2026/01/14
023d335dbe05,建物,岐阜県各務原市那加桜町３丁目,1893.0,岐阜県各務原市那加桜町３丁目,名鉄各務原線/各務原市役所前駅 徒歩5分,6DK,533.9,115.62,11.72,https://myhome.nifty.com/chuko-ikkodate/gifu/kakamigaharashi_ct/detail_63b3b4dd00613267a09ed605fac81e07/,2026-01-17,51.83,名鉄各務原線,各務原市役所前,5.0,,2026-01-11,
0240cf354fa9,建物,東中島２（手力駅） 3150万円,3150.0,岐阜県岐阜市東中島２,名鉄各務原線「手力」徒歩18分,3LDK,140.0,91.95,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_79012409/,2026-01-17,5.88,名鉄各務原線,手力,18.0,,2026-01-11,
0245c9e0bc93,土地,鵜沼東町５（新鵜沼駅） 600万円,600.0,岐阜県各務原市鵜沼東町５,名鉄犬山線「新鵜沼」徒歩10分,,119.0,,16.7,https://suumo.jp/tochi/gifu/sc_kakamigahara/nc_76408873/,2026-01-17,,名鉄犬山線,新鵜沼,10.0,,2026-01-11,
0251537b51ee,建物,岐阜県岐阜市下鵜飼,160.0,岐阜県岐阜市下鵜飼,,6DK,166.35,128.35,3.18,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_4a118e6177813ed18971596c7eb194ab/,2026-01-11,48.25,,,,,2026-01-11,2026/01/14
02678a9cb6c7,建物,□南西角地□平屋プラン□収納豊富＼今日見学したい／などお気軽に,2280.0,岐阜県各務原市川島渡町178-3,JR東海道本線「木曽川」車4.2km,4LDK,194.05,96.06,,https://suumo.jp/ikkodate/gifu/sc_kakamigahara/nc_78888698/,2026-01-17,0.0,JR東海道本線,木曽川,,,2026-01-11,
02797135e70a,土地,那加浜見町１（新加納駅） 998万円,998.0,岐阜県各務原市那加浜見町１,名鉄各務原線「新加納」徒歩3分,,182.9,,18.1,https://suumo.jp/tochi/gifu/sc_kakamigahara/nc_78638242/,2026-01-17,,名鉄各務原線,新加納,3.0,,2026-01-11,
0284702890c9,土地,愛知県一宮市大和町毛受字西屋敷,1498.0,愛知県一宮市大和町毛受字西屋敷,名鉄名古屋本線/名鉄一宮駅 徒歩23分,,250.91,,19.74,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_04b14ae41ce53cdd9ec03aa8249bbe8e/,2026-01-17,,名鉄名古屋本線,名鉄一宮,23.0,,2026-01-11,
0287568122be,建物,岐阜県岐阜市六条江東,3110.0,岐阜県岐阜市六条江東,JR東海道本線/岐阜駅 徒歩12分 バス10分,4LDK,168.44,115.92,61.04,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/detail_e4b78b0d969b3010bd7c8727827dbcb5/,2026-01-17,0.0,JR東海道本線,岐阜,12.0,,2026-01-11,
02888c7ad48c,建物,新築戸建 三条　全4棟,2790.0,愛知県一宮市三条字ヱグロ,名鉄尾西線「開明」駅まで 徒歩 17分,4LDK,146.54,104.89,,https://sumaity.com/house_new/prop_9907969/,2026-01-17,0.0,名鉄尾西線,開明,17.0,,2026-01-11,
028a6c12e8ff,土地,愛知県一宮市常願通,1590.0,愛知県一宮市常願通,名鉄名古屋本線/今伊勢駅 徒歩23分,,198.12,,26.53,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_be836a62e22a31c1a8078f7057ebd35c/,2026-01-17,,名鉄名古屋本線,今伊勢,23.0,,2026-01-11,
02a10f8edca9,建物,岐阜県瑞穂市古橋,3830.0,岐阜県瑞穂市古橋,樽見鉄道/横屋駅 徒歩9分,4LDK,297.0,99.36,42.63,https://myhome.nifty.com/chuko-ikkodate/gifu/mizuhoshi_ct/detail_df17f72838f13d6bb563068c6b2966a2/,2026-01-17,0.0,樽見鉄道,横屋,9.0,,2026-01-11,
02a19f063faa,建物,愛知県一宮市浅井町尾関,3590.0,愛知県一宮市浅井町尾関,JR東海道本線/木曽川駅,5LDK+S,320.0,122.85,37.09,https://myhome.nifty.com/chuko-ikkodate/aichi/ichinomiyashi_ct/detail_3317478b6d133c2faa3e31fc7451d83d/,2026-01-17,5.17,JR東海道本線,木曽川,,,2026-01-11,
02a32869063c,土地,岐阜県各務原市蘇原柿沢町,700.0,岐阜県各務原市蘇原柿沢町,名鉄各務原線/六軒駅 徒歩11分,,109.32,,21.17,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_fe73e19779693f66b9e12434e5b785f0/,2026-01-17,,名鉄各務原線,六軒,11.0,,2026-01-11,
02abb3ff1dd1,土地,岐阜県岐阜市加納南陽町３丁目,3281.0,岐阜県岐阜市加納南陽町３丁目,東海道本線/岐阜駅 徒歩20分,,350.0,,30.99,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_cf0ec280f2bc3feabf1b92c99f83a841/,2026-01-17,,東海道本線,岐阜,20.0,,2026-01-11,
02ad7cd154a8,建物,岐阜県岐阜市薮田東２丁目,3175.0,岐阜県岐阜市薮田東２丁目,東海道本線/西岐阜駅 徒歩15分,4SLDK,159.0,106.81,66.01,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_647a302954283d0c86d13eacd727f8a9/,2026-01-17,7.42,東海道本線,西岐阜,15.0,,2026-01-11,
02b1b68f6bb1,土地,岐阜県瑞穂市牛牧,180.0,岐阜県瑞穂市牛牧,樽見鉄道/横屋駅 徒歩22分,,115.71,,5.14,https://myhome.nifty.com/tochi/gifu/mizuhoshi_ct/detail_7daa1bc40fbd31cca2d9d1b0c30d25ec/,2026-01-17,,樽見鉄道,横屋,22.0,,2026-01-11,
02bd2c88212f,土地,愛知県一宮市起,950.0,愛知県一宮市起,名鉄名古屋本線/名鉄一宮駅 徒歩1分 バス31分,,143.85,,21.83,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_af7dbbf72be4392ba585b3a5a9fd754d/,2026-01-17,,名鉄名古屋本線,名鉄一宮,1.0,,2026-01-11,
02bf482d94c8,建物,岐阜県岐阜市領下,4280.0,岐阜県岐阜市領下,名鉄名古屋本線/岐南駅 徒歩20分,3LDK+S,161.51,107.66,87.6,https://myhome.nifty.com/shinchiku-ikkodate/gifu/gifushi_ct/detail_00069adc3b163c17ad2febb36308bc3f/,2026-01-17,0.0,名鉄名古屋本線,岐南,20.0,,2026-01-11,
02c419f5c4bf,土地,岐阜県瑞穂市本田,3222.0,岐阜県瑞穂市本田,東海道本線/穂積駅 徒歩26分,,1121.0,,9.5,https://myhome.nifty.com/tochi/gifu/mizuhoshi_ct/detail_a7c31c96689d3e59a0ea8a752b6c6578/,2026-01-17,,東海道本線,穂積,26.0,,2026-01-11,
02cf7e8fa66e,土地,愛知県一宮市千秋町町屋字仲橋,342.0,愛知県一宮市千秋町町屋字仲橋,,,174.0,,6.5,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_ea206b8a8c7d3ed7a8c3ff4d72048764/,2026-01-17,,,,,,2026-01-11,
02d17f2ab228,土地,岐阜県羽島市竹鼻町狐穴,699.0,岐阜県羽島市竹鼻町狐穴,名鉄竹鼻・羽島線/竹鼻駅 徒歩13分,,231.0,,10.0,https://myhome.nifty.com/tochi/gifu/hashimashi_ct/detail_7daf0a0d3d8a31b782f06216fb3aeb2a/,2026-01-17,,名鉄竹鼻・羽島線,竹鼻,13.0,,2026-01-11,
02d855e9d588,土地,愛知県一宮市あずら２丁目,2180.0,愛知県一宮市あずら２丁目,名鉄名古屋本線/妙興寺駅 徒歩34分,,205.69,,35.04,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_9f26832bcfd83a0aa21d6dcf6022fa35/,2026-01-17,,名鉄名古屋本線,妙興寺,34.0,,2026-01-11,
02de540d7401,土地,大和町妙興寺字才田（妙興寺駅） 1360万円,1360.0,愛知県一宮市大和町妙興寺字才田,名鉄名古屋本線「妙興寺」徒歩11分,,300.0,,15.0,https://suumo.jp/tochi/aichi/sc_ichinomiya/nc_75240965/,2026-01-11,,名鉄名古屋本線,妙興寺,11.0,,2026-01-11,2026/01/14
02debbbcc73b,土地,◇セキスイハイムの新しい分譲地が誕生◇◆自由設計の注文住宅用地,2040.0,岐阜県岐阜市則武字本畠156　他,JR東海道本線「岐阜」バス22分停歩7分~8分,,165.87,,40.66,https://suumo.jp/tochi/gifu/sc_gifu/nc_76278281/,2026-01-17,0.0,JR東海道本線,岐阜,,最大,2026-01-11,
02e26a57f3a3,建物,岐阜県瑞穂市本田,490.0,岐阜県瑞穂市本田,東海道本線/穂積駅 徒歩4分 バス22分,4LDK,217.36,110.13,7.45,https://myhome.nifty.com/chuko-ikkodate/gifu/mizuhoshi_ct/detail_d3295075a84736fb9f6a206cb4a63231/,2026-01-17,0.0,東海道本線,穂積,4.0,,2026-01-11,
02e7ebc377e4,建物,岐阜県瑞穂市生津天王東町１丁目,1990.0,岐阜県瑞穂市生津天王東町１丁目,東海道本線/穂積駅 徒歩22分,4LDK,200.42,98.82,32.82,https://myhome.nifty.com/shinchiku-ikkodate/gifu/mizuhoshi_ct/detail_294ccf41ad8533bbb396c1b77fd9bd74/,2026-01-17,0.0,東海道本線,穂積,22.0,,2026-01-11,
02e8d345ac39,建物,岐阜市六条大溝4丁目第4　2号棟　全3棟,2390.0,岐阜県岐阜市六条大溝４丁目,JR東海道本線「西岐阜」駅まで 徒歩 28分,4LDK,166.61,97.2,47.42,https://sumaity.com/house_new/prop_10119815/,2026-01-17,0.0,JR東海道本線,西岐阜,28.0,,2026-01-11,
02ec36a8b48b,土地,蘇原野口町４（蘇原駅） 1080万円,1080.0,岐阜県各務原市蘇原野口町４,JR高山本線「蘇原」徒歩13分,,224.0,,16.0,https://suumo.jp/tochi/gifu/sc_kakamigahara/nc_76407838/,2026-01-17,,JR高山本線,蘇原,13.0,,2026-01-11,
02ee104e9079,土地,岐阜県岐阜市一日市場３丁目,300.0,岐阜県岐阜市一日市場３丁目,東海道本線/西岐阜駅 徒歩15分 バス23分,,334.9,,2.96,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_3778256b49e23b89b886254a70f83f71/,2026-01-17,,東海道本線,西岐阜,15.0,,2026-01-11,
02ef6c429120,建物,岐阜県岐阜市大池町,2500.0,岐阜県岐阜市大池町,東海道本線/岐阜駅 徒歩3分 バス10分,8DK,281.08,192.22,29.4,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_ba6db998774239a083409acfab013105/,2026-01-17,53.25,東海道本線,岐阜,3.0,,2026-01-11,
0301cba4c2f4,土地,愛知県一宮市小信中島字郷南,1080.0,愛知県一宮市小信中島字郷南,名鉄尾西線/奥町駅 徒歩39分,,172.93,,20.65,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_c68ef0fc4e3a3abc8f0fe1ebe2327035/,2026-01-17,,名鉄尾西線,奥町,39.0,,2026-01-11,
03076eb8f7d7,建物,シティステージ水海道,4823.0,岐阜県岐阜市水海道2丁目21番,JR高山本線「長森」駅 徒歩21分~22分,3LDK,240.85,108.11,,https://sumaity.com/house_new/prop_9865273/,2026-01-17,0.0,JR高山本線,長森,21.0,最大,2026-01-11,
03081281425f,土地,愛知県一宮市光明寺字本郷屋敷52-1,1580.0,愛知県一宮市光明寺字本郷屋敷52-1,JR東海道本線/木曽川駅 徒歩32分,,306.24,,17.06,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_8f3f6a2cca1439d682713b6e9004d7d2/,2026-01-14,,JR東海道本線,木曽川,32.0,,2026-01-14,2026/01/17
03172cac77d3,土地,愛知県一宮市大和町馬引,2565.0,愛知県一宮市大和町馬引,名鉄名古屋本線/名鉄一宮駅 徒歩1分 バス9分,,211.81,,40.03,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_1c52581bfb0b3d3c86941efd05d264c1/,2026-01-17,,名鉄名古屋本線,名鉄一宮,1.0,,2026-01-11,
032767bbc7da,土地,一宮浅井町,1380.0,愛知県一宮市浅井町大日比野蛹野2357番3，2360番,名鉄バス「大日比野」停 徒歩3分 一宮駅までバス乗車20分,,228.44,,19.97,https://sumaity.com/house_new/prop_10089115/,2026-01-17,0.0,名鉄バス,大日比野,,最小,2026-01-11,
032ffcf8b84e,土地,愛知県一宮市篭屋２丁目,797.0,愛知県一宮市篭屋２丁目,名鉄尾西線/開明駅 徒歩18分,,105.38,,25.0,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_3cf370418de03f7fbd049a8280b41ad7/,2026-01-17,,名鉄尾西線,開明,18.0,,2026-01-11,
0341fa78be2a,建物,愛知県一宮市奥町字剱光寺,3180.0,愛知県一宮市奥町字剱光寺,名鉄尾西線/奥町駅 徒歩9分,4LDK,163.27,101.07,64.39,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_d459cc402e7a3790b1da40650bfd41a1/,2026-01-17,0.0,名鉄尾西線,奥町,9.0,,2026-01-11,
03478202d0a2,土地,岐阜県各務原市那加長塚町３丁目,1200.0,岐阜県各務原市那加長塚町３丁目,名鉄各務原線/新加納駅 徒歩12分,,320.04,,12.4,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_db926a23d6c439959d9c56b0e4a5afa4/,2026-01-17,,名鉄各務原線,新加納,12.0,,2026-01-11,
0347d67c2673,土地,岐阜県各務原市新鵜沼台,780.0,岐阜県各務原市新鵜沼台,JR高山本線/鵜沼駅 徒歩17分,,201.3,,12.81,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_ba4b13750f8c393d833d596888fe9aad/,2026-01-17,,JR高山本線,鵜沼,17.0,,2026-01-11,
034820248fee,建物,全5棟敷地面積48.60坪以上/収納充実/庭あり/駐車4台可能です！,3480.0,愛知県一宮市瀬部字夏目塚13-2他,名鉄犬山線「江南」車3.4km,5LDK,160.68,140.45,,https://suumo.jp/ikkodate/aichi/sc_ichinomiya/nc_78261613/,2026-01-17,0.0,名鉄犬山線,江南,,最大,2026-01-11,
0357c549c436,建物,岐阜県岐阜市諏訪山,1398.0,岐阜県岐阜市諏訪山,名鉄各務原線/各務原市役所前駅 徒歩62分,5LDK,257.62,146.41,17.94,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_4fc3989eb3623d28a203b1ac950368f3/,2026-01-17,0.0,名鉄各務原線,各務原市役所前,62.0,,2026-01-11,
035b6190507f,土地,岐阜県岐阜市太郎丸北浦,130.0,岐阜県岐阜市太郎丸北浦,JR東海道本線/岐阜駅 徒歩11分 バス46分,,138.93,,3.09,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_964df15b1bb03f3eadf9c10694ea8b9f/,2026-01-17,,JR東海道本線,岐阜,11.0,,2026-01-11,
03782f927f87,土地,岐阜県岐阜市早田栄町１丁目,998.0,岐阜県岐阜市早田栄町１丁目,,,150.52,,21.92,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_aefd4a0ff52333dfb45e321ff3dda6d0/,2026-01-17,,,,,,2026-01-11,
038ba0651930,土地,愛知県一宮市木曽川町内割田字八荷丸,1700.0,愛知県一宮市木曽川町内割田字八荷丸,名鉄名古屋本線/新木曽川駅 徒歩8分,,175.88,,31.95,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_a8a104317c6432d7a9f9f767332151f5/,2026-01-17,,名鉄名古屋本線,新木曽川,8.0,,2026-01-11,
0390c5df31ee,建物,岐阜県各務原市尾崎南町２丁目,850.0,岐阜県各務原市尾崎南町２丁目,名鉄各務原線/各務原市役所前駅 徒歩2分 バス13分,6DK,246.72,130.0,11.39,https://myhome.nifty.com/chuko-ikkodate/gifu/kakamigaharashi_ct/detail_a7697e71fce4371aa01cf35c0be0249d/,2026-01-17,32.25,名鉄各務原線,各務原市役所前,2.0,,2026-01-11,
0399522abfc7,土地,岐阜県羽島郡岐南町薬師寺５丁目,2000.0,岐阜県羽島郡岐南町薬師寺５丁目,名鉄名古屋本線/笠松駅 徒歩19分,,525.61,,12.58,https://myhome.nifty.com/tochi/gifu/hashimagunginancho_ct/detail_6c2348ca811c379ab79f250dd35d9f90/,2026-01-17,,名鉄名古屋本線,笠松,19.0,,2026-01-11,
039c519d4473,建物,＼全国に展開するヤマダが暮らしに関するすべてをトータルコーディネート！／,2180.0,岐阜県瑞穂市古橋,樽見鉄道「横屋」徒歩11分,4LDK+S,187.3,142.01,38.48,https://suumo.jp/chukoikkodate/gifu/sc_mizuho/nc_78941322/,2026-01-17,12.72,樽見鉄道,横屋,11.0,,2026-01-11,
03a44a3e6e36,建物,岐阜市島田1丁目,2480.0,岐阜県岐阜市島田１丁目,JR東海道本線「岐阜」駅まで バス 17分 バス停「大縄場大橋西」まで 徒歩 5分,5LDK,150.82,106.0,,https://sumaity.com/house_new/prop_10094064/,2026-01-17,0.0,JR東海道本線,岐阜,,,2026-01-11,
03ab66c1f280,土地,岐阜県各務原市那加雄飛ケ丘町,600.0,岐阜県各務原市那加雄飛ケ丘町,名鉄各務原線/各務原市役所前駅 徒歩8分,,169.44,,11.71,https://myhome.nifty.com/tochi/gifu/kakamigaharashi_ct/detail_1cb06a64824c346897c9b23ec2a0209b/,2026-01-17,,名鉄各務原線,各務原市役所前,8.0,,2026-01-11,
03b9e8da0647,建物,岐阜県各務原市桜木町５丁目,4594.0,岐阜県各務原市桜木町５丁目,高山本線/鵜沼駅 徒歩18分,3SLDK,189.42,99.18,80.18,https://myhome.nifty.com/shinchiku-ikkodate/gifu/kakamigaharashi_ct/detail_8138f99051133e2eb90b0d68ae5ac0f2/,2026-01-17,0.0,高山本線,鵜沼,18.0,,2026-01-11,
03d0feecb647,土地,愛知県一宮市光明寺字北道手,586.0,愛知県一宮市光明寺字北道手,東海道本線/木曽川駅 徒歩23分,,323.0,,6.0,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_deb6778d4a1836f69c5fa9249359798d/,2026-01-17,,東海道本線,木曽川,23.0,,2026-01-11,
03d918fafb4c,建物,日置江 1499万円,1499.0,岐阜県岐阜市日置江,岐阜バス「日置江4丁目」徒歩11分,3LDK,150.08,97.58,,https://suumo.jp/chukoikkodate/gifu/sc_gifu/nc_79106841/,2026-01-17,29.82,岐阜バス,日置江4丁目,11.0,,2026-01-11,
03da16498b28,建物,岐阜県岐阜市初日町１丁目,1800.0,岐阜県岐阜市初日町１丁目,名鉄名古屋本線/名鉄岐阜駅 徒歩3分 バス20分,6DK,335.63,187.0,17.73,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_ec29c314c3283eada1f18b821a0982aa/,2026-01-17,0.0,名鉄名古屋本線,名鉄岐阜,3.0,,2026-01-11,
03e41646166a,土地,岐阜県羽島市福寿町平方１４丁目,987.0,岐阜県羽島市福寿町平方１４丁目,JR東海道新幹線/岐阜羽島駅 徒歩22分,,272.0,,12.0,https://myhome.nifty.com/tochi/gifu/hashimashi_ct/detail_5a2f649c51dc392b9e45a350e70c6feb/,2026-01-17,,JR東海道新幹線,岐阜羽島,22.0,,2026-01-11,
03e5978512d8,建物,◆見学予約クオカード２千円◆成約特典ＪＣＢ商品券8.3万円◆長期優良住宅◆,2590.0,岐阜県岐阜市近島１-17-12,名鉄名古屋本線「名鉄岐阜」バス14分停歩4分,4LDK,171.19,99.36,,https://suumo.jp/ikkodate/gifu/sc_gifu/nc_78949545/,2026-01-17,0.0,名鉄名古屋本線,名鉄岐阜,,最小,2026-01-11,2026/01/14
03e87e3873da,土地,岐阜県岐阜市日野南８丁目,1080.0,岐阜県岐阜市日野南８丁目,,,231.64,,15.41,https://myhome.nifty.com/tochi/gifu/gifushi_ct/detail_cf894fbf4b8e3f3c9ed785963b94ca4b/,2026-01-17,,,,,,2026-01-11,
03eb40d0287f,土地,愛知県一宮市萩原町萩原字大日,992.0,愛知県一宮市萩原町萩原字大日,名鉄尾西線/二子駅 徒歩1分,,328.0,,10.0,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_916a2ee48ab33d12aece5f53e49c629e/,2026-01-17,,名鉄尾西線,二子,1.0,,2026-01-11,
03eb64c011c3,土地,■名鉄竹鼻・羽島線 羽島市役所前駅 徒歩10分、江吉良駅 徒歩11分,1980.0,岐阜県羽島市福寿町浅平,名鉄竹鼻線「羽島市役所前」徒歩10分,,558.4,,11.8,https://suumo.jp/tochi/gifu/sc_hashima/nc_78982340/,2026-01-17,,名鉄竹鼻線,羽島市役所前,10.0,,2026-01-11,
03eedf9a0dc4,建物,E's garden 一宮市瀬部II,3480.0,愛知県一宮市瀬部字夏目塚13-2他,名鉄犬山線「江南」駅 徒歩42分 自転車約14分,5LDK,176.37,141.47,,https://sumaity.com/house_new/prop_9840272/,2026-01-17,0.0,名鉄犬山線,江南,42.0,最大,2026-01-11,
03f8545a999b,建物,岐阜県岐阜市長良東,3890.0,岐阜県岐阜市長良東,JR東海道本線/岐阜駅 徒歩6分 バス26分,3LDK+S,175.4,105.27,73.32,https://myhome.nifty.com/chuko-ikkodate/gifu/gifushi_ct/detail_c589951cdf8b327581e644e0b828ca81/,2026-01-17,4.08,JR東海道本線,岐阜,6.0,,2026-01-11,
03f9c8fbd6f1,建物,高田　中古戸建,900.0,愛知県一宮市高田字南屋敷,名鉄名古屋本線 新木曽川駅まで 徒歩39分 / 名鉄名古屋本線 石刀駅まで 徒歩43分,2LDK,99.17,66.65,,https://sumaity.com/house/used/aichi_prop/prop_18791473/,2026-01-17,28.4,名鉄名古屋本線,新木曽川,39.0,,2026-01-11,
03fed4662b55,土地,愛知県一宮市南出町,2650.0,愛知県一宮市南出町,名鉄尾西線/西一宮駅 徒歩11分,,194.4,,45.06,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_e18c469b088f31489e19314c6ef92d21/,2026-01-17,,名鉄尾西線,西一宮,11.0,,2026-01-11,
