エリア,物件名,価格,所在地,沿線・駅,土地面積,建物面積,間取り,築年月,URL,情報取得日
愛知県一宮市,愛知県一宮市千秋町加納馬場字河田,"1,103万円",愛知県一宮市千秋町加納馬場字河田,名鉄犬山線/石仏駅 徒歩14分,296.43m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_14c7eaab38b93157b2a7b53b0b036f48/,2026-02-01
愛知県一宮市,愛知県一宮市大和町馬引,1698万円,愛知県一宮市大和町馬引,名鉄尾西線/西一宮駅 徒歩15分,101.04m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_14ce8115fae43e0d9153b53b4c826105/,2026-02-01
愛知県一宮市,愛知県一宮市朝日３丁目,"2,440万円〜2,540万円",愛知県一宮市朝日３丁目,JR東海道本線/尾張一宮駅 徒歩29分,86.57m2,,-,-,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_14d728c7b0933079ab12708ecaffe0fa/,2026-02-01
愛知県一宮市,愛知県一宮市馬見塚,2090万円〜2290万円,愛知県一宮市馬見塚,名鉄名古屋本線/妙興寺駅 徒歩32分,96.86m2,81.97m2,3LDK,-,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_15194431eb373b4a9222a48f5bc00eed/,2026-02-01
愛知県一宮市,愛知県一宮市木曽川町玉ノ井,870万円,愛知県一宮市木曽川町玉ノ井,名鉄尾西線/玉ノ井駅 徒歩7分,277.96m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_153f22e2406931d8ad13aaa512799aa7/,2026-02-01
愛知県一宮市,愛知県一宮市木曽川町黒田字勘治西,"1,800万円",愛知県一宮市木曽川町黒田字勘治西,東海道本線/木曽川駅 徒歩4分,254.92m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_15a819a90c163f7fb9425c551e5f215c/,2026-02-01
愛知県一宮市,愛知県一宮市今伊勢町馬寄,1780万円,愛知県一宮市今伊勢町馬寄,名鉄名古屋本線/石刀駅 徒歩13分,202.82m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_15d5fdb721bc303d84c4fdec0db95995/,2026-02-01
愛知県一宮市,愛知県一宮市平和２丁目,"4,580万円",愛知県一宮市平和２丁目,名鉄名古屋本線/名鉄一宮駅 徒歩13分,109.78m2,104.56m2,4SLDK,7ヶ月,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_1613fd1da41435c99e2636b5b24efe49/,2026-02-01
愛知県一宮市,愛知県一宮市千秋町加納馬場字郷内,"2,890万円",愛知県一宮市千秋町加納馬場字郷内,名鉄犬山線/石仏駅 徒歩10分,162.94m2,108.48m2,4SLDK,新築,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_161a8f32938f39d6948c4bbda5a2e743/,2026-02-01
愛知県一宮市,愛知県一宮市北方町北方字宝江新田,300万円,愛知県一宮市北方町北方字宝江新田,名鉄名古屋本線/木曽川堤駅 徒歩12分,72.72m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_165d8ed71ade36ca8e875446e59d9a61/,2026-02-01
愛知県一宮市,愛知県一宮市大和町妙興寺,3390万円,愛知県一宮市大和町妙興寺,名鉄名古屋本線/妙興寺駅 徒歩19分,114.68m2,105.6m2,4LDK,新築,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_1674af6359b03143989874cc23664382/,2026-02-01
愛知県一宮市,愛知県一宮市西大海道,2480万円,愛知県一宮市西大海道,"名鉄犬山線/布袋駅,名鉄名古屋本線/名鉄一宮駅,名鉄尾西線/西一宮駅",212.13m2,100.19m2,4LDK,新築,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_16826f95986a3f78ba5231e0eef8982b/,2026-02-01
愛知県一宮市,愛知県一宮市萩原町高木字中道,935万円,愛知県一宮市萩原町高木字中道,名鉄尾西線/萩原駅 徒歩15分,184.68m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_16a211de4fc83988afe41733d5fd7e79/,2026-02-01
愛知県一宮市,愛知県一宮市時之島,819万円,愛知県一宮市時之島,名鉄犬山線/江南駅 徒歩41分,135.4m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_16ce4a5eedff3a978f6c1540525a187d/,2026-02-01
愛知県一宮市,愛知県一宮市北神明町,2480万円,愛知県一宮市北神明町,名鉄名古屋本線/名鉄一宮駅 徒歩4分 バス11分,154.76m2,80.32m2,3LDK,7年1ヶ月,https://myhome.nifty.com/chuko-ikkodate/aichi/ichinomiyashi_ct/detail_024b3372a142351189c3eba530ab1dbf/,2026-02-01
愛知県一宮市,愛知県一宮市三ツ井,3290万円,愛知県一宮市三ツ井,ＪＲ東海道本線/稲沢駅 徒歩41分,152.32m2,98.14m2,4LDK,新築,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_0290f716214a3e8c98a46bfd8f08b220/,2026-02-01
愛知県一宮市,愛知県一宮市伝法寺１１丁目,"1,890万円",愛知県一宮市伝法寺１１丁目,名鉄犬山線/大山寺駅 徒歩37分,159.51m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_02b8122d448934a3809ec64d68f01aa3/,2026-02-01
愛知県一宮市,愛知県一宮市千秋町芝原字狐塚,480万円,愛知県一宮市千秋町芝原字狐塚,名鉄犬山線/石仏駅 徒歩9分,198.0m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_02b99b1a2a353a5990bbd84174b41bec/,2026-02-01
愛知県一宮市,愛知県一宮市千秋町穂積塚本,2780万円,愛知県一宮市千秋町穂積塚本,名鉄犬山線/石仏駅 徒歩25分,163.17m2,105.17m2,4LDK,1ヶ月,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_02c3b9e1bd6a326e838e615db9904289/,2026-02-01
愛知県一宮市,愛知県一宮市西大海道,1380万円,愛知県一宮市西大海道,ＪＲ東海道本線/尾張一宮駅 徒歩49分,224.79m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_02d73a19c8493d43bd9ebe7636debc4e/,2026-02-01
愛知県一宮市,愛知県一宮市浅井町河田,1180万円,愛知県一宮市浅井町河田,ＪＲ東海道本線/木曽川駅 徒歩59分,273.42m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_02d9631ae589318590f73882d2c02604/,2026-02-01
愛知県一宮市,愛知県一宮市平和3丁目,"2,810万円",愛知県一宮市平和3丁目,名鉄名古屋本線/名鉄一宮駅 徒歩13分,90.07m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_02e61e5745053076ab89268e83bb2897/,2026-02-01
愛知県一宮市,愛知県一宮市萩原町高木字東川田,"3,480万円",愛知県一宮市萩原町高木字東川田,名鉄尾西線/萩原駅 徒歩21分,1079.58m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_02f1f0f1c3d53569a255f20b77b3df1a/,2026-02-01
愛知県一宮市,愛知県一宮市朝日3丁目,"2,490万円",愛知県一宮市朝日3丁目,東海道本線/尾張一宮駅 徒歩29分,90.77m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_0311f9aa9a583986ace2741ae17a94fd/,2026-02-01
愛知県一宮市,愛知県一宮市北今字葭山,200万円,愛知県一宮市北今字葭山,名鉄尾西線/二子駅 徒歩32分,214.0m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_032b98bf7fbe33fb93cdcb33dde98da4/,2026-02-01
愛知県一宮市,愛知県一宮市浅野字大西,"1,490万円",愛知県一宮市浅野字大西,名鉄名古屋本線/名鉄一宮駅 徒歩9分 バス18分,221.72m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_0340b5f4e30431a3b251265e895d11a7/,2026-02-01
愛知県一宮市,愛知県一宮市浅井町小日比野字東裏,"2,790万円",愛知県一宮市浅井町小日比野字東裏,名鉄犬山線/江南駅 徒歩46分,160.77m2,109.73m2,4LDK,3年6ヶ月,https://myhome.nifty.com/chuko-ikkodate/aichi/ichinomiyashi_ct/detail_0343af2a3812332ab76841a20ebd7648/,2026-02-01
愛知県一宮市,愛知県一宮市木曽川町里小牧,2190万円,愛知県一宮市木曽川町里小牧,名鉄名古屋本線/黒田駅 徒歩27分,225.66m2,105.99m2,4LDK+S（納戸）,8年2ヶ月,https://myhome.nifty.com/chuko-ikkodate/aichi/ichinomiyashi_ct/detail_0392991c0d18376cb9b818612ba0159e/,2026-02-01
愛知県一宮市,愛知県一宮市今伊勢町本神戸,3280万円,愛知県一宮市今伊勢町本神戸,"名鉄名古屋本線/今伊勢駅,名鉄尾西線/西一宮駅 徒歩20分,ＪＲ東海道本線/尾張一宮駅 徒歩23分",150.59m2,112.21m2,4LDK,1ヶ月,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_03a08deea72531b28d430ef73938c2be/,2026-02-01
愛知県一宮市,愛知県一宮市木曽川町玉ノ井字四ツ辻東,950万円,愛知県一宮市木曽川町玉ノ井字四ツ辻東,名鉄尾西線/玉ノ井駅 徒歩4分,176.0m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_03dcc6ad54343d908a2737eac2c33847/,2026-02-01
愛知県一宮市,愛知県一宮市開明,1080万円,愛知県一宮市開明,名鉄尾西線/奥町駅 徒歩15分,120.23m2,106.82m2,4LDK,26年6ヶ月,https://myhome.nifty.com/chuko-ikkodate/aichi/ichinomiyashi_ct/detail_03eb794445333995bbb068aa3592032c/,2026-02-01
愛知県一宮市,愛知県一宮市大和町苅安賀,1400万円,愛知県一宮市大和町苅安賀,名鉄尾西線/観音寺駅 徒歩6分,494.0m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_04147813a9a53e9c8fc7f8fecf1a6de2/,2026-02-01
愛知県一宮市,愛知県一宮市木曽川町里小牧,4億7500万円,愛知県一宮市木曽川町里小牧,名鉄名古屋本線/黒田駅 徒歩10分,4137.23m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_12eedffd683935159703092c4ca29f91/,2026-02-01
愛知県一宮市,愛知県一宮市萩原町花井方字中田島,330万円,愛知県一宮市萩原町花井方字中田島,名鉄尾西線/苅安賀駅 徒歩19分,438.0m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_1300b2ddd7923c9aa887d73206acfd40/,2026-02-01
愛知県一宮市,愛知県一宮市時之島,3480万円,愛知県一宮市時之島,名鉄犬山線/布袋駅 徒歩39分,331.46m2,106.0m2,3LDK,6ヶ月,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_131a342517f13c778c2fcd11339b8dd3/,2026-02-01
愛知県一宮市,愛知県一宮市萩原町萩原字下町,550万円,愛知県一宮市萩原町萩原字下町,名鉄尾西線/萩原駅 徒歩12分,372.85m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_135ce5843ab13c989e466d5a99d9d8b8/,2026-02-01
愛知県一宮市,愛知県一宮市北丹町,2980万円,愛知県一宮市北丹町,名鉄名古屋本線/今伊勢駅 徒歩17分,140.94m2,106.82m2,3LDK,新築,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_137f98324854354c84754f96f5f1e186/,2026-02-01
愛知県一宮市,愛知県一宮市浅井町大日比野字如来堂,"1,070万円",愛知県一宮市浅井町大日比野字如来堂,東海道本線/木曽川駅,168.58m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_1394b3dc97043271bec0a94f965a5d55/,2026-02-01
愛知県一宮市,愛知県一宮市今伊勢町馬寄字桃木原,"1,890万円",愛知県一宮市今伊勢町馬寄字桃木原,名鉄名古屋本線/石刀駅 徒歩16分,132.51m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_13ad2290b6c33aac90c344d8d7992480/,2026-02-01
愛知県一宮市,愛知県一宮市今伊勢町馬寄字山島,"1,300万円",愛知県一宮市今伊勢町馬寄字山島,名鉄名古屋本線/石刀駅 徒歩5分,122.47m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_14371f082628317787306d9dc2d5ffa5/,2026-02-01
愛知県一宮市,愛知県一宮市木曽川町黒田字高田,"1,050万円",愛知県一宮市木曽川町黒田字高田,名鉄名古屋本線/新木曽川駅 徒歩3分,213.96m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_143940a9042b344087350e071aa8c85c/,2026-02-01
愛知県一宮市,愛知県一宮市木曽川町黒田字東針口63-6、63-9,"3,880万円",愛知県一宮市木曽川町黒田字東針口63-6、63-9,JR東海道本線/木曽川駅 徒歩3分,132.58m2,87.94m2,5LDK,8ヶ月,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_143b98d9dd08376dbb79fb808b8902d4/,2026-02-01
愛知県一宮市,愛知県一宮市馬見塚,2090万円・2290万円,愛知県一宮市馬見塚,名鉄名古屋本線/妙興寺駅 徒歩32分,96.82m2,81.97m2,3LDK,-,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_14773319303b3bb8b6d81ab84256501d/,2026-02-01
愛知県一宮市,愛知県一宮市浅井町尾関字清山,800万円,愛知県一宮市浅井町尾関字清山,東海道本線/木曽川駅,238.14m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_147a36326a6132eb9cc8af67f737a2ad/,2026-02-01
愛知県一宮市,愛知県一宮市木曽川町里小牧字西青木,150万円,愛知県一宮市木曽川町里小牧字西青木,名鉄名古屋本線/新木曽川駅 徒歩18分,87.0m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_14b3876b26b9346b80b45204bd6075d1/,2026-02-01
愛知県一宮市,愛知県一宮市奥町字蘇東,"1,480万円",愛知県一宮市奥町字蘇東,名鉄尾西線/奥町駅 徒歩12分,198.36m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_0eb1645c682230e390b2736deaca2e5a/,2026-02-01
愛知県一宮市,愛知県一宮市浅野字大西,"1,980万円",愛知県一宮市浅野字大西,名鉄名古屋本線/名鉄一宮駅 徒歩9分 バス18分,212.99m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_0ed85dc5abf43f9ca3513b24a518f0ff/,2026-02-01
愛知県一宮市,愛知県一宮市大和町氏永,1080万円,愛知県一宮市大和町氏永,名鉄名古屋本線/島氏永駅 徒歩13分,133.88m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_0eebac3486cd32ba80689f9538e1582f/,2026-02-01
愛知県一宮市,愛知県一宮市杉山字郷廻,650万円,愛知県一宮市杉山字郷廻,東海道本線/尾張一宮駅 徒歩1分 バス17分,284.0m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_0ef92e1edc1d31a48b5ef6e06133c74e/,2026-02-01
愛知県一宮市,愛知県一宮市観音寺１丁目,"2,680万円",愛知県一宮市観音寺１丁目,名鉄尾西線/観音寺駅 徒歩5分,164.82m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_0efc32f7d5ab3409b55d770229600fae/,2026-02-01
愛知県一宮市,愛知県一宮市光明寺字北道手,"13,510万円",愛知県一宮市光明寺字北道手,東海道本線/木曽川駅 徒歩19分,5474.0m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_0f18d47d2b293d7a9c5faf1a229a6444/,2026-02-01
愛知県一宮市,愛知県一宮市大和町毛受字一本松,"1,350万円",愛知県一宮市大和町毛受字一本松,名鉄尾西線/観音寺駅 徒歩17分,152.57m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_0f3a3a54cbe832aba40e4e3f3f14c2fd/,2026-02-01
愛知県一宮市,愛知県一宮市多加木1丁目27-15,"1,490万円",愛知県一宮市多加木1丁目27-15,名鉄名古屋本線/妙興寺駅 徒歩22分,106.71m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_0f3f07425cb73b678333621dd6ae7447/,2026-02-01
愛知県一宮市,愛知県一宮市大和町毛受字宮東,"2,680万円",愛知県一宮市大和町毛受字宮東,名鉄尾西線/西一宮駅 徒歩16分,154.07m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_0f565a5ae107394d9a8615575c090705/,2026-02-01
愛知県一宮市,愛知県一宮市千秋町加納馬場,2990万円,愛知県一宮市千秋町加納馬場,名鉄犬山線/石仏駅 徒歩11分,169.13m2,106.0m2,5LDK,-,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_0f5b46f2a4293025ac5edacc2110aef6/,2026-02-01
愛知県一宮市,愛知県一宮市伝法寺,2690万円,愛知県一宮市伝法寺,名鉄犬山線/大山寺駅 徒歩35分,129.35m2,95.66m2,4LDK,7ヶ月,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_0f826d969fd234efb09447f440608324/,2026-02-01
愛知県一宮市,愛知県一宮市瀬部字漆山,648万円,愛知県一宮市瀬部字漆山,名鉄犬山線/江南駅 徒歩11分 バス10分,479.0m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_0f8ad32aa2ac3676aa191310fd63579a/,2026-02-01
愛知県一宮市,愛知県一宮市浅野字白山,"1,290万円",愛知県一宮市浅野字白山,東海道本線/尾張一宮駅 徒歩8分 バス13分,176.45m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_0fcc230c76aa3299bf55564b1e03b0dc/,2026-02-01
愛知県一宮市,愛知県一宮市今伊勢町馬寄,1350万円,愛知県一宮市今伊勢町馬寄,名鉄名古屋本線/石刀駅 徒歩20分,181.0m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_0fda2416437231109248c8a2d945880a/,2026-02-01
愛知県一宮市,愛知県一宮市泉,5129万円,愛知県一宮市泉,ＪＲ東海道本線/尾張一宮駅 徒歩15分,394.37m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_0fe29dfd1a64357aa06c4e11437a97fe/,2026-02-01
愛知県一宮市,愛知県一宮市開明,3680万円,愛知県一宮市開明,名鉄尾西線/開明駅 徒歩12分,188.05m2,108.45m2,4LDK+S（納戸）,6年1ヶ月,https://myhome.nifty.com/chuko-ikkodate/aichi/ichinomiyashi_ct/detail_0ff259259a593e69b1785ea6e1a5565a/,2026-02-01
愛知県一宮市,愛知県一宮市多加木,"2,690〜2,890万円",愛知県一宮市多加木,名鉄名古屋本線/妙興寺駅 徒歩25分,132.5m2,98.42m2,4LDK,-,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_0ff53e969f85322fa155726307b498e6/,2026-02-01
愛知県一宮市,愛知県一宮市大和町妙興寺字山王浦,"1,734.3万円",愛知県一宮市大和町妙興寺字山王浦,名鉄名古屋本線/妙興寺駅 徒歩9分,122.0m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_0ff6f9c8bee439399ec8f389e1cc0330/,2026-02-01
愛知県一宮市,愛知県一宮市萩原町西宮重,3080万円,愛知県一宮市萩原町西宮重,名鉄尾西線/二子駅 徒歩17分,186.53m2,101.14m2,3LDK,新築,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_101626be055a3a2290013423e3411e38/,2026-02-01
愛知県一宮市,愛知県一宮市馬見塚,2290万円,愛知県一宮市馬見塚,"ＪＲ東海道本線/尾張一宮駅,名鉄名古屋本線/名鉄一宮駅 バス11分 徒歩13分",96.82m2,88.8m2,3LDK,9ヶ月,https://myhome.nifty.com/shinchiku-ikkodate/aichi/ichinomiyashi_ct/detail_102c106c0ade3fd18da859f07415ca77/,2026-02-01
愛知県一宮市,愛知県一宮市更屋敷字五反畑,480万円,愛知県一宮市更屋敷字五反畑,東海道本線/木曽川駅 徒歩20分,234.71m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_10470cb72e0634e8988eb9336b948be9/,2026-02-01
愛知県一宮市,愛知県一宮市今伊勢町宮後,1598万円,愛知県一宮市今伊勢町宮後,名鉄名古屋本線/今伊勢駅 徒歩16分,213.19m2,107.19m2,3LDK,36年,https://myhome.nifty.com/chuko-ikkodate/aichi/ichinomiyashi_ct/detail_1070ca269cd239bfbe1e8377582477fd/,2026-02-01
愛知県一宮市,愛知県一宮市西大海道字郷前,"1,280万円",愛知県一宮市西大海道字郷前,JR東海道本線/尾張一宮駅 徒歩6分 バス22分,165.28m2,,,,https://myhome.nifty.com/tochi/aichi/ichinomiyashi_ct/detail_2d92d479145138239ba66c89855c28e1/,2026-02-01
愛知県一宮市,愛知県一宮市萩原町花井方,2350万円,愛知県一宮市萩原町花井方,名鉄尾西線/二子駅 徒歩21分,71.7m2,98.75m2,3LDK+S（納戸）,13年3ヶ月,https://myhome.nifty.com/chuko-ikkodate/aichi/ichinomiyashi_ct/detail_2dde1d43573a36ebae1330b509e419db/,2026-02-01
